[2025-09-28 23:43:33.143 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Fetching Car with ID "11111111-1111-1111-1111-111111111111" | UserContext:  | TraceId: d16c2c10f3d5c16d40cba17d5800d4e0 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:0000003B", RequestPath: "/api/Car/11111111-1111-1111-1111-111111111111", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.845 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Fetching Car with ID "11111111-1111-1111-1111-111111111111" | UserContext:  | TraceId: 077bd0756042369135f8a7575613e0cb | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:00000087", RequestPath: "/api/Car/11111111-1111-1111-1111-111111111111", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.849 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Fetching Car with ID "990ebac7-f50b-45cb-b4a0-d3aad817de52" | UserContext:  | TraceId: 5198a3aecddcb3204f00a240f91d38fc | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:0000008B", RequestPath: "/api/Car/990ebac7-f50b-45cb-b4a0-d3aad817de52", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.853 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Fetching Car with ID "2df869c7-92d2-4789-b5c0-fd7796bdc8cb" | UserContext:  | TraceId: 37dfbe0cb765eba10d24f7b5fa335b18 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:0000008D", RequestPath: "/api/Car/2df869c7-92d2-4789-b5c0-fd7796bdc8cb", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.855 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Car with ID "97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4" retrieved successfully | UserContext:  | TraceId: b241871ef74d2318dcaaaf19d8b299d7 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:00000089", RequestPath: "/api/Car/97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.856 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Car with ID "11111111-1111-1111-1111-111111111111" retrieved successfully | UserContext:  | TraceId: 077bd0756042369135f8a7575613e0cb | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:00000087", RequestPath: "/api/Car/11111111-1111-1111-1111-111111111111", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.857 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Car with ID "990ebac7-f50b-45cb-b4a0-d3aad817de52" retrieved successfully | UserContext:  | TraceId: 5198a3aecddcb3204f00a240f91d38fc | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:0000008B", RequestPath: "/api/Car/990ebac7-f50b-45cb-b4a0-d3aad817de52", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.861 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Car with ID "2df869c7-92d2-4789-b5c0-fd7796bdc8cb" retrieved successfully | UserContext:  | TraceId: 37dfbe0cb765eba10d24f7b5fa335b18 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:0000008D", RequestPath: "/api/Car/2df869c7-92d2-4789-b5c0-fd7796bdc8cb", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.862 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:7249/api/Car/97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4 - 200 null application/json; charset=utf-8 23.5998ms | UserContext:  | TraceId: b241871ef74d2318dcaaaf19d8b299d7 | Properties: { EventId: { Id: 2 }, RequestId: "0HNFUOAUU3E6F:00000089", RequestPath: "/api/Car/97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.863 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:7249/api/Car/97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4 - application/json null | UserContext:  | TraceId: a119c0275a7278fc5c910d48dae197e4 | Properties: { EventId: { Id: 1 }, RequestId: "0HNFUOAUU3E6F:0000008F", RequestPath: "/api/Car/97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.864 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:7249/api/Car/11111111-1111-1111-1111-111111111111 - 200 null application/json; charset=utf-8 25.5899ms | UserContext:  | TraceId: 077bd0756042369135f8a7575613e0cb | Properties: { EventId: { Id: 2 }, RequestId: "0HNFUOAUU3E6F:00000087", RequestPath: "/api/Car/11111111-1111-1111-1111-111111111111", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.867 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:7249/api/Car/11111111-1111-1111-1111-111111111111 - application/json null | UserContext:  | TraceId: 83a51536faf8d624aaf3f68b6353e199 | Properties: { EventId: { Id: 1 }, RequestId: "0HNFUOAUU3E6F:00000091", RequestPath: "/api/Car/11111111-1111-1111-1111-111111111111", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.868 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:7249/api/Car/990ebac7-f50b-45cb-b4a0-d3aad817de52 - 200 null application/json; charset=utf-8 29.0315ms | UserContext:  | TraceId: 5198a3aecddcb3204f00a240f91d38fc | Properties: { EventId: { Id: 2 }, RequestId: "0HNFUOAUU3E6F:0000008B", RequestPath: "/api/Car/990ebac7-f50b-45cb-b4a0-d3aad817de52", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.869 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:7249/api/Car/990ebac7-f50b-45cb-b4a0-d3aad817de52 - application/json null | UserContext:  | TraceId: 7b448e8b30ee97f2d4ce2cfc9bf8d657 | Properties: { EventId: { Id: 1 }, RequestId: "0HNFUOAUU3E6F:00000093", RequestPath: "/api/Car/990ebac7-f50b-45cb-b4a0-d3aad817de52", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.869 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:7249/api/Car/2df869c7-92d2-4789-b5c0-fd7796bdc8cb - 200 null application/json; charset=utf-8 30.8017ms | UserContext:  | TraceId: 37dfbe0cb765eba10d24f7b5fa335b18 | Properties: { EventId: { Id: 2 }, RequestId: "0HNFUOAUU3E6F:0000008D", RequestPath: "/api/Car/2df869c7-92d2-4789-b5c0-fd7796bdc8cb", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.871 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:7249/api/Car/2df869c7-92d2-4789-b5c0-fd7796bdc8cb - application/json null | UserContext:  | TraceId: 37288aaf3f5fef61bd82597b18e6c611 | Properties: { EventId: { Id: 1 }, RequestId: "0HNFUOAUU3E6F:00000095", RequestPath: "/api/Car/2df869c7-92d2-4789-b5c0-fd7796bdc8cb", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.877 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Fetching Car with ID "97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4" | UserContext:  | TraceId: a119c0275a7278fc5c910d48dae197e4 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:0000008F", RequestPath: "/api/Car/97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.886 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Fetching Car with ID "11111111-1111-1111-1111-111111111111" | UserContext:  | TraceId: 83a51536faf8d624aaf3f68b6353e199 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:00000091", RequestPath: "/api/Car/11111111-1111-1111-1111-111111111111", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.893 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Fetching Car with ID "990ebac7-f50b-45cb-b4a0-d3aad817de52" | UserContext:  | TraceId: 7b448e8b30ee97f2d4ce2cfc9bf8d657 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:00000093", RequestPath: "/api/Car/990ebac7-f50b-45cb-b4a0-d3aad817de52", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.903 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Fetching Car with ID "2df869c7-92d2-4789-b5c0-fd7796bdc8cb" | UserContext:  | TraceId: 37288aaf3f5fef61bd82597b18e6c611 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:00000095", RequestPath: "/api/Car/2df869c7-92d2-4789-b5c0-fd7796bdc8cb", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.904 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Car with ID "97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4" retrieved successfully | UserContext:  | TraceId: a119c0275a7278fc5c910d48dae197e4 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:0000008F", RequestPath: "/api/Car/97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.908 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Car with ID "990ebac7-f50b-45cb-b4a0-d3aad817de52" retrieved successfully | UserContext:  | TraceId: 7b448e8b30ee97f2d4ce2cfc9bf8d657 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:00000093", RequestPath: "/api/Car/990ebac7-f50b-45cb-b4a0-d3aad817de52", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.910 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Car with ID "11111111-1111-1111-1111-111111111111" retrieved successfully | UserContext:  | TraceId: 83a51536faf8d624aaf3f68b6353e199 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:00000091", RequestPath: "/api/Car/11111111-1111-1111-1111-111111111111", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.911 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Car with ID "2df869c7-92d2-4789-b5c0-fd7796bdc8cb" retrieved successfully | UserContext:  | TraceId: 37288aaf3f5fef61bd82597b18e6c611 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:00000095", RequestPath: "/api/Car/2df869c7-92d2-4789-b5c0-fd7796bdc8cb", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.913 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:7249/api/Car/97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4 - 200 null application/json; charset=utf-8 50.0284ms | UserContext:  | TraceId: a119c0275a7278fc5c910d48dae197e4 | Properties: { EventId: { Id: 2 }, RequestId: "0HNFUOAUU3E6F:0000008F", RequestPath: "/api/Car/97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.916 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:7249/api/Car/990ebac7-f50b-45cb-b4a0-d3aad817de52 - 200 null application/json; charset=utf-8 47.7427ms | UserContext:  | TraceId: 7b448e8b30ee97f2d4ce2cfc9bf8d657 | Properties: { EventId: { Id: 2 }, RequestId: "0HNFUOAUU3E6F:00000093", RequestPath: "/api/Car/990ebac7-f50b-45cb-b4a0-d3aad817de52", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.919 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:7249/api/Car/11111111-1111-1111-1111-111111111111 - 200 null application/json; charset=utf-8 51.7565ms | UserContext:  | TraceId: 83a51536faf8d624aaf3f68b6353e199 | Properties: { EventId: { Id: 2 }, RequestId: "0HNFUOAUU3E6F:00000091", RequestPath: "/api/Car/11111111-1111-1111-1111-111111111111", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.920 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:7249/api/Car/2df869c7-92d2-4789-b5c0-fd7796bdc8cb - 200 null application/json; charset=utf-8 49.521ms | UserContext:  | TraceId: 37288aaf3f5fef61bd82597b18e6c611 | Properties: { EventId: { Id: 2 }, RequestId: "0HNFUOAUU3E6F:00000095", RequestPath: "/api/Car/2df869c7-92d2-4789-b5c0-fd7796bdc8cb", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.952 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:7249/api/Car - application/json null | UserContext:  | TraceId: 7ce7c66c2f4a53857abdfac3bfaf2aa3 | Properties: { EventId: { Id: 1 }, RequestId: "0HNFUOAUU3E6F:00000097", RequestPath: "/api/Car", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.956 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Fetching all Car records | UserContext:  | TraceId: 7ce7c66c2f4a53857abdfac3bfaf2aa3 | Properties: { ActionId: "10917fc6-336e-4a79-8ba1-e5b16ae666f0", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetAll (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:00000097", RequestPath: "/api/Car", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.961 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Retrieved 4 Car records | UserContext:  | TraceId: 7ce7c66c2f4a53857abdfac3bfaf2aa3 | Properties: { ActionId: "10917fc6-336e-4a79-8ba1-e5b16ae666f0", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetAll (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:00000097", RequestPath: "/api/Car", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.970 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:7249/api/Car - 200 null application/json; charset=utf-8 18.453ms | UserContext:  | TraceId: 7ce7c66c2f4a53857abdfac3bfaf2aa3 | Properties: { EventId: { Id: 2 }, RequestId: "0HNFUOAUU3E6F:00000097", RequestPath: "/api/Car", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.994 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:7249/api/Car/990ebac7-f50b-45cb-b4a0-d3aad817de52 - application/json null | UserContext:  | TraceId: 7c714e4695421f8cbd18864cbe3fde45 | Properties: { EventId: { Id: 1 }, RequestId: "0HNFUOAUU3E6F:0000009D", RequestPath: "/api/Car/990ebac7-f50b-45cb-b4a0-d3aad817de52", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.994 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:7249/api/Car/11111111-1111-1111-1111-111111111111 - application/json null | UserContext:  | TraceId: dc5a05e066de4fabbf7eb00bab507e61 | Properties: { EventId: { Id: 1 }, RequestId: "0HNFUOAUU3E6F:00000099", RequestPath: "/api/Car/11111111-1111-1111-1111-111111111111", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.994 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:7249/api/Car/97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4 - application/json null | UserContext:  | TraceId: dad6f24a162848d9caef65a3ac231760 | Properties: { EventId: { Id: 1 }, RequestId: "0HNFUOAUU3E6F:0000009B", RequestPath: "/api/Car/97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.994 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:7249/api/Car/2df869c7-92d2-4789-b5c0-fd7796bdc8cb - application/json null | UserContext:  | TraceId: ab38016f4b66bab30a988bcaaabfb256 | Properties: { EventId: { Id: 1 }, RequestId: "0HNFUOAUU3E6F:0000009F", RequestPath: "/api/Car/2df869c7-92d2-4789-b5c0-fd7796bdc8cb", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:34.003 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Fetching Car with ID "990ebac7-f50b-45cb-b4a0-d3aad817de52" | UserContext:  | TraceId: 7c714e4695421f8cbd18864cbe3fde45 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:0000009D", RequestPath: "/api/Car/990ebac7-f50b-45cb-b4a0-d3aad817de52", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:34.006 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Fetching Car with ID "11111111-1111-1111-1111-111111111111" | UserContext:  | TraceId: dc5a05e066de4fabbf7eb00bab507e61 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:00000099", RequestPath: "/api/Car/11111111-1111-1111-1111-111111111111", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:34.009 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Fetching Car with ID "97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4" | UserContext:  | TraceId: dad6f24a162848d9caef65a3ac231760 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:0000009B", RequestPath: "/api/Car/97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:34.012 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Fetching Car with ID "2df869c7-92d2-4789-b5c0-fd7796bdc8cb" | UserContext:  | TraceId: ab38016f4b66bab30a988bcaaabfb256 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:0000009F", RequestPath: "/api/Car/2df869c7-92d2-4789-b5c0-fd7796bdc8cb", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:34.014 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Car with ID "990ebac7-f50b-45cb-b4a0-d3aad817de52" retrieved successfully | UserContext:  | TraceId: 7c714e4695421f8cbd18864cbe3fde45 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:0000009D", RequestPath: "/api/Car/990ebac7-f50b-45cb-b4a0-d3aad817de52", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:34.017 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Car with ID "11111111-1111-1111-1111-111111111111" retrieved successfully | UserContext:  | TraceId: dc5a05e066de4fabbf7eb00bab507e61 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:00000099", RequestPath: "/api/Car/11111111-1111-1111-1111-111111111111", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:34.025 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Car with ID "97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4" retrieved successfully | UserContext:  | TraceId: dad6f24a162848d9caef65a3ac231760 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:0000009B", RequestPath: "/api/Car/97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:34.027 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Car with ID "2df869c7-92d2-4789-b5c0-fd7796bdc8cb" retrieved successfully | UserContext:  | TraceId: ab38016f4b66bab30a988bcaaabfb256 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:0000009F", RequestPath: "/api/Car/2df869c7-92d2-4789-b5c0-fd7796bdc8cb", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:34.030 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:7249/api/Car/990ebac7-f50b-45cb-b4a0-d3aad817de52 - 200 null application/json; charset=utf-8 35.233ms | UserContext:  | TraceId: 7c714e4695421f8cbd18864cbe3fde45 | Properties: { EventId: { Id: 2 }, RequestId: "0HNFUOAUU3E6F:0000009D", RequestPath: "/api/Car/990ebac7-f50b-45cb-b4a0-d3aad817de52", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:34.031 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:7249/api/Car/990ebac7-f50b-45cb-b4a0-d3aad817de52 - application/json null | UserContext:  | TraceId: 5c633f69e1a95d242d58d5635c666499 | Properties: { EventId: { Id: 1 }, RequestId: "0HNFUOAUU3E6F:000000A1", RequestPath: "/api/Car/990ebac7-f50b-45cb-b4a0-d3aad817de52", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:34.031 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:7249/api/Car/11111111-1111-1111-1111-111111111111 - 200 null application/json; charset=utf-8 36.6831ms | UserContext:  | TraceId: dc5a05e066de4fabbf7eb00bab507e61 | Properties: { EventId: { Id: 2 }, RequestId: "0HNFUOAUU3E6F:00000099", RequestPath: "/api/Car/11111111-1111-1111-1111-111111111111", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:34.035 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:7249/api/Car/97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4 - 200 null application/json; charset=utf-8 40.4881ms | UserContext:  | TraceId: dad6f24a162848d9caef65a3ac231760 | Properties: { EventId: { Id: 2 }, RequestId: "0HNFUOAUU3E6F:0000009B", RequestPath: "/api/Car/97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:34.037 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:7249/api/Car/11111111-1111-1111-1111-111111111111 - application/json null | UserContext:  | TraceId: a461a77a9f7a86634f644ae1388a75cc | Properties: { EventId: { Id: 1 }, RequestId: "0HNFUOAUU3E6F:000000A3", RequestPath: "/api/Car/11111111-1111-1111-1111-111111111111", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:34.041 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:7249/api/Car/97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4 - application/json null | UserContext:  | TraceId: 5c3ae3375011801a6792579a42fd0c5c | Properties: { EventId: { Id: 1 }, RequestId: "0HNFUOAUU3E6F:000000A5", RequestPath: "/api/Car/97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:34.042 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:7249/api/Car/2df869c7-92d2-4789-b5c0-fd7796bdc8cb - 200 null application/json; charset=utf-8 47.0867ms | UserContext:  | TraceId: ab38016f4b66bab30a988bcaaabfb256 | Properties: { EventId: { Id: 2 }, RequestId: "0HNFUOAUU3E6F:0000009F", RequestPath: "/api/Car/2df869c7-92d2-4789-b5c0-fd7796bdc8cb", ConnectionId: "0HNFUOAUU3E6F" } 
